"Symbol","Name","Price..Intraday.","Change","X..Change","Volume","Avg.Vol..3.month.","Market.Cap","PE.Ratio..TTM.","X52.Week.Range"
"PMTA.BK","PM Thoresen Asia Holdings Public Company Limited",10.5,0.1,"+0.96%","2,600","19,165",1.063e+12,"8.61",NA
"JCK.BK","JCK International Public Company Limited",0.32,0,"0.00%","3.113M","9.004M",1.062e+12,"N/A",NA
"SGF.BK","SGF Capital Public Company Limited",0.81,0.01,"+1.25%","509,900","925,527",1.061e+12,"20.25",NA
"UBIS.BK","Ubis (Asia) Public Company Limited",3.72,-0.02,"-0.53%","527,650","235,454",1.06e+12,"124.00",NA
"MBAX.BK","Multibax Public Company Limited",5.5,-0.05,"-0.90%","654,891","487,072",1.055e+12,"6.96",NA
"CM.BK","Chiangmai Frozen Foods Public Company Limited",2.74,0,"0.00%","89,300","412,083",1.044e+12,"N/A",NA
"BKKCP.BK","Bangkok Commercial Property Fund",10.4,0,"0.00%","10,600","5,962",1.04e+12,"11.82",NA
"PDG.BK","Prodigy Public Company Limited",3.5,0,"0.00%","29,721","33,383",1.04e+12,"19.44",NA
"L&E.BK","Lighting and Equipment Public Company Limited",2.1,0.02,"+0.96%","340,298","177,400",1.033e+12,"N/A",NA
"ATP30.BK","ATP 30 Public Company Limited",1.51,0.04,"+2.72%","5.747M","2.756M",1.03e+12,"25.17",NA
"CHO.BK","Cho Thavee Public Company Limited",0.37,-0.02,"-5.13%","28.198M","9.662M",1.007e+12,"N/A",NA
"GBX.BK","Globlex Holding Management Public Company Limited",0.92,0,"0.00%","358,404","451,583",1.002e+12,"13.14",NA
"SR.BK","Siamraj Public Company Limited",1.48,0,"0.00%","11,100","185,529",1.002e+12,"74.00",NA
"DELTA.BK","Delta Electronics (Thailand) Public Company Limited",862,2,"+0.23%","1.928M","3.744M",1.075e+09,"81.17",NA
"AOT.BK","Airports of Thailand Public Company Limited",74.5,-0.5,"-0.67%","23.255M","23.315M",1.064e+09,"N/A",NA
"KUMWEL.BK","Kumwell Corporation Public Company Limited",2.32,-0.02,"-0.85%","556,100","462,240",997600000,"17.85",NA
"ACG.BK","Autocorp Holding Public Company Limited",1.66,0.03,"+1.84%","960,100","84,637",9.96e+08,"41.50",NA
"MVP.BK","M Vision Public Company Limited",3.2,0.28,"+9.59%","93.893M","2.254M",984925000,"16.00",NA
"GLOCON.BK","Global Consumer Public Company Limited",0.64,0.02,"+3.23%","6.55M","9.48M",984448000,"N/A",NA
"MITSIB.BK","Mitsib Leasing Public Company Limited",1.31,-0.01,"-0.76%","7.662M","8.089M",982990000,"26.20",NA
"TKT.BK","T.Krungthai Industries Public Company Limited",2.8,-0.04,"-1.41%","2.445M","16.09M",982184000,"21.54",NA
"SOLAR.BK","Solartron Public Company Limited",0.9,-0.01,"-1.10%","1.656M","2.998M",979425000,"N/A",NA
"COLOR.BK","Salee Colour Public Company Limited",1.66,0,"0.00%","759,202","213,144",977682000,"18.44",NA
"CHEWA.BK","Chewathai Public Company Limited",0.76,-0.01,"-1.30%","386,211","743,345",969023000,"7.60",NA
"GREEN.BK","Green Resources Public Company Limited",1.18,0.01,"+0.85%","402,400","682,316",965270000,"118.00",NA
"AKP.BK","Akkhie Prakarn Public Company Limited",2.38,-0.02,"-0.83%","7.885M","3.158M",961520000,"26.44",NA
"PERM.BK","Permsin Steel Works Public Company Limited",1.25,-0.01,"-0.79%","1.162M","1.731M",958324000,"6.94",NA
"PPM.BK","Porn Prom Metal Public Company Limited",2.26,0.04,"+1.80%","104,100","648,654",953720000,"75.33",NA
"PK.BK","Patkol Public Company Limited",1.83,0,"0.00%","9,200","162,947",952983000,"18.30",NA
"FTE.BK","Firetrade Engineering Public Company Limited",1.43,0.02,"+1.42%","498,998","176,513",943800000,"23.83",NA
"PLE.BK","Power Line Engineering Public Company Limited",0.69,0,"0.00%","304,300","657,950",939656000,"69.00",NA
"FTI.BK","Function International Public Company Limited",2.08,-0.02,"-0.95%","214,840","497,418",9.36e+08,"26.00",NA
"SAMCO.BK","Sammakorn Public Company Limited",1.45,0.01,"+0.69%","965,356","347,547",930610000,"29.00",NA
"ADB.BK","Applied DB Public Company Limited",1.28,-0.01,"-0.78%","463,601","417,293",929280000,"N/A",NA
"TEKA.BK","Teka Construction Public Company Limited",3.08,0.02,"+0.65%","289,900","1.127M",9.24e+08,"7.16",NA
"SSTRT.BK","Sub Sri Thai Real Estate Investment Trust",5.65,0,"0.00%","74,500","75,486",914063000,"10.66",NA
"SAM.BK","Samchai Steel Industries Public Company Limited",0.87,-0.03,"-3.33%","7.592M","1.085M",909263000,"8.70",NA
"APP.BK","Applicad Public Company Limited",3.24,0,"0.00%","258,660","216,334",907200000,"19.06",NA
"TIGER.BK","Thai Enger Holding Public Company Limited",1.97,-0.05,"-2.48%","1.36M","368,295",906200000,"49.25",NA
"GLORY.BK","Glory Forever Public Company Limited",3.34,0.08,"+2.45%","522,752","1.15M",901800000,"55.67",NA
"UEC.BK","Unimit Engineering Public Company Limited",1.58,0,"0.00%","857,621","832,398",901407000,"N/A",NA
"KPNPF.BK","KPN Property Fund",5,-0.05,"-0.99%","100","8,380",9e+08,"N/A",NA
"COMAN.BK","Comanche International Public Company Limited",6.7,0.15,"+2.29%","4.088M","541,249",897800000,"670.00",NA
"CI.BK","Charn Issara Development Public Company Limited",0.84,-0.01,"-1.18%","64,300","1.07M",895944000,"N/A",NA
"TRT.BK","Tirathai Public Company Limited",2.86,0,"0.00%","175,201","205,885",880903000,"10.59",NA
"SE-ED.BK","SE-Education Public Company Limited",2.24,0.02,"+0.90%","101","41,288",877955000,"N/A",NA
"SE.BK","SiamEast Solutions Public Company Limited",1.32,-0.05,"-3.65%","5.231M","6.103M",864849000,"13.20",NA
"ALLA.BK","Alla Public Company Limited",1.44,0,"0.00%","402,400","841,693",8.64e+08,"16.00",NA
"RWI.BK","Rayong Wire Industries Public Company Limited",0.94,0,"0.00%","331,000","849,703",860359000,"11.75",NA
"MOONG.BK","Moong Pattana International Public Company Limited",2.52,-0.04,"-1.56%","880,252","804,142",850361000,"19.38",NA
"NATION.BK","Nation Group (Thailand) Public Company Limited",0.11,0,"0.00%","27.488M","22.212M",849292000,"0.85",NA
"SKE.BK","Sakol Energy Public Company Limited",0.76,0.03,"+4.11%","1.921M","788,824",848160000,"38.00",NA
"TM.BK","Techno Medical Public Company Limited",2.74,0,"0.00%","534,826","191,319",843920000,"54.80",NA
"PAF.BK","Pan Asia Footwear Public Company Limited",1.56,-0.01,"-0.64%","508,102","1.105M",842400000,"31.20",NA
"INGRS.BK","Ingress Industrial (Thailand) Public Company Limited",0.58,0.01,"+1.75%","2.456M","1.968M",839225000,"N/A",NA
"TRV.BK","T.R.V. Rubber Products Public Company Limited",3.98,0.02,"+0.51%","46,900","1.211M",835800000,"16.58",NA
"NEW.BK","Wattana Karnpaet Public Company Limited",83,-3.75,"-4.32%","1,800","1,100",8.3e+08,"9.06",NA
"SMK.BK","Syn Mun Kong Insurance Public Company Limited",4.12,-0.04,"-0.96%","65,501","543,183",8.24e+08,"N/A",NA
"LIT.BK","Lease IT Public Company Limited",1.86,0.01,"+0.54%","208,105","261,614",823852000,"N/A",NA
"TPOLY.BK","Thai Polycons Public Company Limited",1.43,-0.02,"-1.38%","370,700","559,245",819045000,"N/A",NA
"TIF1.BK","Thai Industrial Fund 1",9.1,0,"0.00%","30,900","8,563",8.19e+08,"17.50",NA
"BC.BK","Boutique Corporation Public Company Limited",1.43,0,"0.00%","100,101","150,227",813846000,"N/A",NA
"ABM.BK","Asia Biomass Public Company Limited",2.02,0.03,"+1.51%","10.655M","6.766M",8.08e+08,"25.25",NA
"BLESS.BK","Bless Asset Group Public Company Limited",1.01,0.01,"+1.00%","5.892M","2.243M",8.08e+08,"16.83",NA
"SMART.BK","MFC Smart Fixed Income Fund",0.77,0.01,"+1.32%","2.017M","707,896",802009000,"18.33",NA
"THANA.BK","Thanasiri Group Public Company Limited",2.88,-0.04,"-1.37%","7.683M","3.359M",798840000,"10.29",NA
"WGE.BK","Well Graded Engineering Public Company Limited",1.32,-0.02,"-1.49%","97,741","359,775",7.92e+08,"16.50",NA
"SLP.BK","Salee Printing Public Company Limited",0.66,0,"0.00%","367,500","546,834",7.92e+08,"N/A",NA
"VARO.BK","Varopakorn Public Company Limited",7.85,-0.1,"-1.26%","51,319","956,381",784231000,"19.15",NA
"TWP.BK","Thai Wire Products Public Company Limited",3.1,0.04,"+1.31%","91,114","217,231",781606000,"31.00",NA
"FVC.BK","Filter Vision Public Company Limited",1.38,0.09,"+6.98%","21.016M","2.646M",779897000,"19.71",NA
"TPLAS.BK","Thai Plastic Industrial (1994) Public Company Limited",2.86,-0.04,"-1.38%","488,400","763,581",772200000,"22.00",NA
"PRAPAT.BK","Peerapat Technology Public Company Limited",2.06,-0.26,"-11.21%","30.642M","9.077M",770440000,"103.00",NA
"PRAKIT.BK","Prakit Holdings Public Company Limited",12.7,-0.1,"-0.78%","29,830","99,962",767719000,"1,270.00",NA
"PG.BK","People's Garment Public Company Limited",7.95,-0.25,"-3.05%","164,701","43,211",763200000,"14.72",NA
"NDR.BK","N.D. Rubber Public Company Limited",2.2,0,"0.00%","6,700","124,191",763162000,"73.33",NA
"EASON.BK","Eason & Co Public Company Limited",1.32,-0.01,"-0.75%","509,533","1.03M",748130000,"33.00",NA
"TPA.BK","Thai Poly Acrylic Public Company Limited",6.15,0.05,"+0.82%","1,600","3,611",747225000,"307.50",NA
"TPP.BK","Thai Packaging & Printing Public Company Limited",19.9,-0.1,"-0.50%","1,900","2,016",746250000,"24.57",NA
"TNPC.BK","Thai Nam Plastic Public Company Limited",2.16,0.02,"+0.93%","1.515M","638,272",736158000,"19.64",NA
"ERWPF.BK","Erawan Hotel Growth Property Fund",4.18,0,"0.00%","170,000","112,416",736098000,"15.54",NA
"GENCO.BK","General Environmental Conservation Public Company Limited",0.65,0,"0.00%","612,600","544,868",729495000,"65.00",NA
"BSM.BK","BuilderSmart Public Company Limited",0.34,-0.01,"-2.86%","375,674","905,278",724373000,"N/A",NA
"GTB.BK","Getabec Public Company Limited",0.75,0,"0.00%","1.129M","182,759",7.2e+08,"18.75",NA
"MANRIN.BK","Mandarin Hotel Public Company Limited",26.5,0,"0.00%","9","278",712998000,"N/A",NA
"CPT.BK","CPT Drives and Power Public Company Limited",0.78,0.01,"+1.30%","54,100","368,921",7.02e+08,"N/A",NA
"K.BK","Kingsmen C.M.T.I. Public Company Limited",1.46,0,"0.00%","1.348M","1.492M",700120000,"N/A",NA
"LDC.BK","LDC Dental Public Company Limited",1.16,-0.01,"-0.85%","6.309M","12.258M",6.96e+08,"29.00",NA
"META.BK","Meta Corporation Public Company Limited",0.32,0,"0.00%","3.878M","4.538M",686880000,"N/A",NA
"KC.BK","K.C. Property Public Company Limited",0.19,-0.01,"-5.00%","7.074M","9.534M",686573000,"N/A",NA
"CSP.BK","CSP Steel Center Public Company Limited",1.37,-0.01,"-0.72%","125,036","194,462",679752000,"3.11",NA
"MNIT2.BK","MFC-Nichada Thani Property Fund 2",4.9,0,"0.00%","10","1,983",676200000,"29.70",NA
"ETE.BK","Eastern Technical Engineering Public Company Limited",1.19,-0.02,"-1.65%","470,600","479,513",666400000,"119.00",NA
"IRCP.BK","International Research Corporation Public Company Limited",1.14,-0.03,"-2.56%","7.169M","3.729M",659720000,"114.00",NA
"PPP.BK","Premier Products Public Company Limited",2.16,-0.02,"-0.92%","28,300","105,618",6.48e+08,"N/A",NA
"OCC.BK","O.C.C. Public Company Limited",10.7,-0.2,"-1.83%","1,331","236",6.42e+08,"46.52",NA
"CITY.BK","City Steel Public Company Limited",2.12,-0.02,"-0.93%","8,500","44,744",6.36e+08,"N/A",NA
"WIN.BK","Wyncoast Industrial Park Public Company Limited",1.13,0.07,"+6.60%","9.356M","1.484M",634093000,"9.42",NA
"DHOUSE.BK","Dhouse Pattana Public Company Limited",0.75,0,"0.00%","381,901","522,140",6.3e+08,"N/A",NA
"ASN.BK","ASN Broker Public Company Limited",3.36,0,"0.00%","43,701","79,004",628992000,"84.00",NA
"NEP.BK","NEP Realty and Industry Public Company Limited",0.27,0.01,"+3.85%","400,500","712,186",627853000,"N/A",NA
"PHOL.BK","Phol Dhanya Public Company Limited",3.1,0.02,"+0.65%","75,955","82,681",627750000,"11.48",NA
"GSC.BK","Global Service Center Public Company Limited",2.5,0.14,"+5.93%","31.294M","1.999M",6.25e+08,"62.50",NA
"F&D.BK","Food and Drinks Public Company Limited",35,0.25,"+0.72%","801","0",616850000,"N/A",NA
"IND.BK","Index International Group Public Company Limited",1.76,-0.05,"-2.76%","1.663M","5.698M",6.16e+08,"11.73",NA
"HPT.BK","Home Pottery Public Company Limited",0.93,0.05,"+5.68%","54.573M","16.045M",615733000,"15.50",NA
"KK.BK","K&K Superstore Southern Public Company Limited",2.54,0.04,"+1.60%","139,541","50,739",613410000,"63.50",NA
"QLT.BK","Qualitech Public Company Limited",6.2,-0.05,"-0.80%","44,200","344,457",611125000,"14.76",NA
"PLANET.BK","Planet Communications Asia Public Company Limited",1.55,-0.01,"-0.64%","130,900","696,604",609409000,"38.75",NA
"DV8.BK","DV8 Public Company Limited",0.41,0.01,"+2.50%","1.041M","175,822",586472000,"N/A",NA
"TVT.BK","TV Thunder Public Company Limited",0.73,-0.02,"-2.67%","161,001","543,191",584022000,"36.50",NA
"UP.BK","Union Plastic Public Company Limited",22.5,-0.7,"-3.02%","1,200","642",562500000,"20.45",NA
"ALL.BK","All Inspire Development Public Company Limited",0.25,0.01,"+4.17%","9.346M","26.023M",558475000,"N/A",NA
"ARIP.BK","ARIP Public Company Limited",1.19,0.19,"+19.00%","20.871M","3.554M",554540000,"39.67",NA
"OGC.BK","Ocean Glass Public Company Limited",25.5,0.7,"+2.82%","301","1,562",543933000,"24.06",NA
"QHOP.BK","Quality Hospitality Leasehold Property Fund",2.84,-0.04,"-1.39%","19,800","39,598",543292000,"N/A",NA
"BUI.BK","Bangkok Union Insurance Public Company Limited",17.4,0,"0.00%","1,300","2,488",521997000,"14.15",NA
"TSI.BK","The Thai Setakij Insurance Public Company Limited",0.27,0,"0.00%","733,800","722,755",513786000,"N/A",NA
"FLOYD.BK","Floyd Public Company Limited",1.42,0,"0.00%","329,700","1.509M",511200000,"71.00",NA
"GCAP.BK","G Capital Public Company Limited",1.35,0,"0.00%","5.33M","3.243M",504099000,"N/A",NA
"KKC.BK","Kulthorn Kirby Public Company Limited",0.33,0,"0.00%","29,001","144,347",4.95e+08,"N/A",NA
"BGT.BK","BGT Corporation Public Company Limited",1.36,0.01,"+0.74%","13.53M","5.092M",494387000,"N/A",NA
"PPS.BK","Project Planning Service Public Company Limited",0.57,0,"0.00%","541,600","651,336",490117000,"19.00",NA
"KCM.BK","K.C. Metalsheet Public Company Limited",0.72,0.03,"+4.35%","4.341M","296,529",489600000,"N/A",NA
"RP.BK","Raja Ferry Port Public Company Limited",2.38,-0.02,"-0.83%","351,900","218,047",477933000,"N/A",NA
"JAK.BK","Jakpaisan Estate Public Company Limited",1.49,0,"0.00%","29,700","50,003",476800000,"N/A",NA
"ASIMAR.BK","Asian Marine Services Public Company Limited",1.82,-0.02,"-1.09%","49,600","99,001",470090000,"45.50",NA
"BTW.BK","BT Wealth Industries Public Company Limited",0.62,-0.01,"-1.59%","295,314","1.149M",468720000,"N/A",NA
"UPF.BK","Union Pioneer Public Company Limited",62.25,-0.25,"-0.40%","10,700","2,024",466875000,"12.65",NA
"KASET.BK","Thai Ha Public Company Limited",1.64,0,"0.00%","599,303","818,775",455920000,"N/A",NA
"STC.BK","STC Concrete Product Public Company Limited",0.8,0.02,"+2.56%","1.639M","379,132",454400000,"N/A",NA
"PRECHA.BK","Preecha Group Public Company Limited",1.35,0.01,"+0.75%","1.288M","669,127",453600000,"N/A",NA
"TCJ.BK","T.C.J. Asia Public Company Limited",4.26,-0.06,"-1.39%","19,850","44,803",449839000,"N/A",NA
"SK.BK","Sirakorn Public Company Limited",0.97,0,"0.00%","1.041M","1.063M",446200000,"97.00",NA
"SANKO.BK","Sanko Diecasting (Thailand) Public Company Limited",1.39,0.08,"+6.11%","24.884M","346,270",440162000,"23.17",NA
"CIG.BK","C.I. Group Public Company Limited",0.5,0.01,"+2.04%","1.054M","862,285",432394000,"N/A",NA
"AFC.BK","Asia Fiber Public Company Limited",9.15,-0.1,"-1.08%","23,425","115,942",417005000,"20.33",NA
"FANCY.BK","Fancy Wood Industries Public Company Limited",0.67,-0.01,"-1.47%","297,300","432,298",412050000,"N/A",NA
"CRD.BK","Chiangmai Rimdoi Public Company Limited",0.82,-0.01,"-1.20%","367,805","627,555",4.1e+08,"N/A",NA
"M-STOR.BK","MFC-Strategic Storage Fund",6.1,0,"0.00%","1,000","2,622",370880000,"N/A",NA
"TNDT.BK","Thai Nondestructive Testing Public Company Limited",0.44,-0.01,"-2.22%","937,705","4.316M",355551000,"N/A",NA
"JCKH.BK","JCK Hospitality Public Company Limited",0.13,-0.01,"-7.14%","1.864M","6.792M",346290000,"N/A",NA
"THMUI.BK","Thai Mui Corporation Public Company Limited",1,0,"0.00%","419,500","1.076M",3.4e+08,"N/A",NA
"CHARAN.BK","Charan Insurance Public Company Limited",28,0,"0.00%","700","4,081",3.36e+08,"47.46",NA
"SAWANG.BK","Sawang Export Public Company Limited",14,-0.2,"-1.41%","1,700","3,921",3.36e+08,"N/A",NA
"MNRF.BK","MFC Multi-National Residence Fund",2.82,-0.02,"-0.70%","7,000","6,417",303150000,"60.00",NA
"HYDRO.BK","Hydrotek Public Company Limited",0.94,-0.01,"-1.05%","80,407","105,852",293210000,"N/A",NA
"ACAP.BK","ASIA Capital Group Public Company Limited",0.74,0,"0.00%","270,200","1.121M",271144000,"N/A",NA
"TNPF.BK","Trinity Freehold and Leasehold Property Fund",1.81,0,"0.00%","600","6,190",265046000,"N/A",NA
"MNIT.BK","MFC-Nichada Thani Property Fund 2",1.71,0,"0.00%","1,500","5,475",235980000,"28.50",NA
"NC.BK","Newcity (Bangkok) Public Company Limited",11.8,0,"0.00%","3,700","1,345",176422000,"31.05",NA
"MIT.BK","MFC Industrial Real Estate Investment Trust",1.72,-0.03,"-1.71%","25,303","43,514",167700000,"1.32",NA
"ROCK.BK","Rockworth Public Company Limited",8.2,0,"0.00%","2,000","774",1.64e+08,"N/A",NA
"BTNC.BK","Boutique Newcity Public Company Limited",13.3,-1.2,"-8.28%","220","2,714",159600000,"N/A",NA
"NPK.BK","New Plus Knitting Public Company Limited",15.6,0,"0.00%","100","285",1.56e+08,"N/A",NA
"URBNPF.BK","Urbana Property Fund (leasehold)",1.96,0,"0.00%","200","4,667",141120000,"N/A",NA
"BRRGIF.BK","Buriram Sugar Group Power Plant Infrastructure Fund",4.82,-0.02,"-0.41%","25,104","33,833",NA,"N/A",NA
"STAR5001.BK","Bualuang Securities Public Company Limited",31.5,0.25,"+0.80%","93,306","N/A",NA,"N/A",NA
"CNTECH01.BK","Bualuang Securities Public Company Limited",23.8,-0.3,"-1.24%","47,868","N/A",NA,"N/A",NA
"NDX01.BK","Bualuang Securities Public Company Limited",9.9,-0.05,"-0.50%","159,366","N/A",NA,"N/A",NA
"S&J.BK","S & J International Enterprises Public Company Limited",36,1,"+2.86%","401","N/A",NA,"N/A",NA
"SIRIP.BK","Siri Prime Office Property Fund",7.8,0,"0.00%","100","1,359",NA,"N/A",NA
"FUEVFVND01.BK","Bualuang Securities Public Company Limited",33.5,0,"0.00%","729,137","N/A",NA,"N/A",NA
"ITNS.BK","International Network System Public Company Limited",4.56,0.16,"+3.64%","8.848M","13.823M",NA,"22.80",NA
"SUPEREIF.BK","Super Energy Power Plant Infrastructure Fund",9.8,0,"0.00%","190,900","336,131",NA,"N/A",NA
"XIAOMI80.BK","Xiaomi Corporation",5,-0.15,"-2.91%","635,395","N/A",NA,"N/A",NA
"KBSPIF.BK","Khonburi Sugar Power Plant Infrastructure Fund",11.3,0,"0.00%","102,300","264,301",NA,"N/A",NA
"KBSPIF.BK","Khonburi Sugar Power Plant Infrastructure Fund",11.3,0,"0.00%","102,300","264,301",NA,"N/A",NA
"BTSGIF.BK","BTS Rail Mass Transit Growth Infrastructure Fund",3.76,0,"0.00%","19.916M","2.822M",NA,"N/A",NA
"CN01.BK","Bualuang Securities Public Company Limited",20.8,0.1,"+0.48%","87,937","N/A",NA,"N/A",NA
"BYDCOM80.BK","BYD Company Limited",0.95,0.02,"+2.15%","3.386M","N/A",NA,"N/A",NA
"EGATIF.BK","Electricity Generating Authority Of Thailand- North Bangkok Power Plant Block 1 Infrastructure Fund",6.95,-0.05,"-0.71%","545,100","1.473M",NA,"N/A",NA
"TENCENT80.BK","Tencent Holdings Limited",16,0.3,"+1.91%","1.273M","N/A",NA,"9.02",NA
"BABA80.BK","Alibaba Group Holding Limited",4.68,-0.02,"-0.43%","6.333M","N/A",NA,"0.04",NA
"SAF.BK","S.A.F. Special Steel Public Company Limited",2.82,0.89,"+46.11%","979.335M","N/A",NA,"N/A",NA
"DIF.BK","Digital Telecommunications Infrastructure Fund",13.7,0.1,"+0.74%","12.007M","9.206M",NA,"N/A",NA
"JASIF.BK","Jasmine Broadband Internet Infrastructure Fund",8.25,0.05,"+0.61%","3.241M","10.689M",NA,"N/A",NA
